blind_id,context,question,answer,is_hallucinated
codemix-0177,"Pakistaner kendriyo porishoder 1954 khristabder nirbachone Muslim League-ke khomotachyut korar lokkhe onnanno dol mile Juktofront namiyo ekta somonnito birodhi rajnaitik moncho gothon korar uddog neya hoy ebong Awami Muslim League 1953 saler 4 December tarikh-e Krishok Sromik Party, Pakistan Gonotantri Dol o Pakistan Khelafat Party-r shonge mile Juktofront gothon kore. Sathe aro chilo Maulana Atahar Ali-r Nezame Islam Party [1]. Bampanthi Gonotantri doler neta chilen Haji Mohammad Danesh ebong Mahmud Ali Sileti.",Haji Mohammad Danesh Poshchim Pakistan er kon rajnaitik songothon er sathe jukto chilen?,Haji Mohammad Danesh Poshchim Pakistan-e muloto Nezame Islam Party-r shathe jukto chilen.,
codemix-0178,"1872-75 sale Alexander Cunningham prothom Harappa silmohor prokash koren. Tini vulboshot eti Brahmi lipi mone korechilen.[14] Er pray ardhashatabdi pore 1912 sale J. Fleet aro kotokguli Harappa silmohor abishkar koren. Ei silmohor dekhe uddibdho hoye 1921-22 sale Sir John Marshall ei onchole protnotattwik khononkaj ovijan chalan. Ei ovijaner folshrutitei Sir John Marshall, Raybahadur Dayaram Sahani o Madhoswarup Bhat Harappa ebong Rakhaldas Bandyopadhyay, E. J. H. Mackay o Sir John Marshall Mohenjodaro abishkar koren. 1931 saler modhyei Mohenjodaro-r odhikangsho protnosthol ab",Mohenjodaro shobhyota ke abishkar koren?,Mohenjodaro shobhyota muloto Sir John Marshall ekai abishkar koren 1922 shale.,
codemix-0179,Michael Madhusudan Dutta birachito Meghnadbadh Kabya-e Meghnad nayok. Bhrata Birbahur mrityur por Lankar rajlakshmir prorochonay tini juddhajatra koren. Ei upakhyane Meghnader stri Promila. Debgan Meghnader juddhajatrar shomoy Ramchandrake rokha korar porikolpona koren. Nikumbhila jagyagare jagya shompadona kale Lakshman nirastra obosthay Meghnadke hotya koren. Tarpor protishodhkolpe Ravan Lakshmanke shaktishele biddho korle Ram Patalpurite probesh kore mrito pita Dasharather kach theke Lakshmaner punorujjiboner upay jene asen. Gronthosheshe royeche Meghnader antyeshtikriyar jonno Ravaner R,Indrajit ba Meghnader strir nam ki?,Meghnader strir nam chhilo Sulochona.,
codemix-0180,"Jibanananda Dash (/dʒɪbɒnʌnɒndɔː dʌʃ/) (18 February, 1899 - 22 October, 1954; 6 Falgun, 1305 - 5 Kartik, 1361 Bangabdo)[1] chilen bingsho shotabdir onnotomo prodhan adhunik Bangali kobi, lekhok, prabandhik. Tini Bangla kabye adhunikotar pothikritder moddhe onnotomo.[2] Jibananander prothom kabye Nazrul Islamer probhab thakleo ditiyo kabyo thekei tini hoye othen moulik o vhinno pother onushondhani.[2] Mrityur por theke shuru kore bingsho shotabdir shesh dhape tini jonopriota pete shuru koren ebong 1999 Khr",Kobi Jibanananda Dash koto sale jonmogrohon koren?,"Tini 22 October, 1954 shale jonmogrohon koren.",
codemix-0181,"Hindu shobdoti esheche (Persian hoye) Sanskrit shobdo Sindhu (oitihashik sthaniyo Sindhu nodi ba Indus River) theke. Er obosthan chilo Bharotiyo upomohodesher uttarposhchim angshe (bortomane Pakistan ebong uttar Bharoter angshe).[5][lower-alpha 1] Gebin Flood er mote, ""asal poribhasha Hindu prothom deya hoy Persian bhougolik poribhasha theke ja diye Sindhu nodir pashe boshobashkori lokeder bojhano hoto[5]. Shobdoti diye tokhon bhougolik obosthan bojhano hoto ebong er dara kono dhormoke bojhano hoto na.[lower-alpha 2]",Hindu shobder utpotti kon shobdo theke?,Hindu shobder utpotti holo Persian shobdo Indus theke.,
codemix-0182,"1872-75 sale Alexander Cunningham prothom Harappa silmohor prokash koren. Tini vulboshot eti Brahmi lipi mone korechilen.[14] Er pray ardhashatabdi pore 1912 sale J. Fleet aro kotokguli Harappa silmohor abishkar koren. Ei silmohor dekhe uddibdho hoye 1921-22 sale Sir John Marshall ei onchole protnotattwik khononkaj ovijan chalan. Ei ovijaner folshrutitei Sir John Marshall, Raybahadur Dayaram Sahani o Madhoswarup Bhat Harappa ebong Rakhaldas Bandyopadhyay, E. J. H. Mackay o Sir John Marshall Mohenjodaro abishkar koren. 1931 saler modhyei Mohenjodaro-r odhikangsho protnosthol ab",Mohenjodaro shobhyota ke abishkar koren?,"Daya Ram Sahni, Alexander Cunningham o Sir John Marshall",
codemix-0183,"Norse puran prothomik vabe songjukto kora hoyeche prachin Norse kothyo vashar sathe, ekta uttar Germanic vasha ja European moddhojug e Scandinaviar lokera kotha bolto, ebong eta adhunik Scandinaviar vashar purbopurush. Ei prachin Norse gronther odhikangsho Iceland e srishti hoyechilo, jekhane er kothyoriti, ja prak-Khrishtan adibashider theke udbhut, songroho kora hoyechilo ebong bibhinno pandulipite nothiboddho kora hoyechilo. Eigulo prothomik vabe 13sh shotabdite kora hoyechilo. Ei gronthosomuher moddhe chilo Prose Edda, ja 13sh shotabdite Snorri Sturluson dara rochito",Norse puran kobe rochito hoy?,Norse puran muloto 9m shotabdi thekei rochito hoye chhilo.,
codemix-0184,"Hinduder deb-debigon Vaidik jug(khrishtopurbo ditiyo shotok) o moddhojuge(khrishtiyo prothom shotok) Nepal Bharat o Dokkhin-Purbo Eshiyay bohu bibortoner moddho diye bortoman obosthay pouchheche. [3][4] Hindu debota bolte jogshastrer ishtodebota[5][6], tetrish Vaidik debota[7] ba shotadhik pouranik debotader kotha bojhano jay[8]. Eder moddhe mukhyo debotara holen Vishnu, Shiv, Shri ba Lokkhi, Parboti ba Durga, Brombha ebong Saraswati. Protyek debotar alada alada jotil jotil choritroboli bidyoman holeo taderke onekshomoyei Brambhon name ek nirakar porom sottar ang",Hindu dhormogronthe mot kotogulo deb debir ullekh royeche?,Hindu dhormogronthe motamuti 108 jon deb-debir ullekh pawa jay.,
codemix-0185,"Banglay Musolman adhipottyo protishthito hobar age Brahmanyo Hindusamajer pironer ashonkay Banglar Bouddhogon tader dhormiyo punthipotro niye shishyoderke songi kore Nepal, Bhutan o Tibet-e palayon korechhilen—ei dharonar boshoborti hoye Haraprasad Shastri charbar Nepal porivromon koren. 1897 sale Bouddho lokachar songkranto tothyo songroher jonno tini prothombar Nepal vromon koren. 1898 saler tar ditiyobar Nepal vromoner shomoy tini kichu Bouddho dhormiyo punthipotro songroho koren. 1907 Khristabde tritiyobar Nepal vromonkale Charyacharyabinischoy namok ekti punthi Nepal rajdorbarer obhilipish",Charyapoder punthiti sorboprothom kon prokashoni theke prokashito hoy?,Charyapoder punthiti sorboprothom **Kolikata Bishwobidyaloy Prokashona** theke prokashito hoy.,
codemix-0186,"Jain dhormer utshoti sposto noy.[11][12] Pashchatto gobeshok Helmuth von Glasenapp likhechen, Khristopurbo 1m sohosrabder 1m shotabditai Jain dhormer utshokaler sorbadhik shomoysima bole dhora jete pare. Tini prothom baish jon Tirthankarke pouranik choritro bole ullekh korechen.[13][14]",Jain dhormer udbhob kobe hoy?,Jain dhormer udbhob mone hoy prothom baish Tirthankarder pouranik jug-e hoy.,
codemix-0187,"Shorbosesh Bishwocup onushthito hoyeche Rashiyay, 2018 shaler 14 June theke 15 July porjonto. Ei Bishwocape France Croatia-ke finale 4-2 gole porajito kore shiropa jite ney.",Shorbosesh jatio football FIFA Bishwokap koto shale onushthito hoyechilo?,Shorbosesh FIFA Bishwokap 2014 shale hoyechhilo.,
codemix-0188,Pir Gorachander asal nam holo Pir Hojrot Shah Saiyad Abbas Ali Raji. Tar pitar nam Hojrot Karim Ullah ebong matar nam Maymuna Siddika. Anumanik 1265 Khristabde Arber Mokka nogore Zamzam mohollay bikhyato Korayesh bongse tini jonmogrohon koren. Pir Hojrot Shahjalal Amonir kache torika Sufimate dikshagrohon er por gurur nirdeshe Bharatborshe dhormo prochare asen. [1][2][4],Pir Gorachander asal nam ki?,Pir Hojrot Shah Saiyad Abbas Karim Raji,
codemix-0189,"Alauddin Khilji chilen Khilji bongser protishthata Jalaluddin Khiljir bhatija ebong jamata. Birbhumderke porajit kore Jalaluddin Khilji jokhon Dilli dokhol kore nen, tokhon Alauddin Khiljike Amir-i-Tujukh ba udjapon montri pod deya hoy. 1291 sale Jalaluddin Khilji tar bhatija Alauddin Khiljir hate Kara (Kanpurer nikotoborti ek elaka) namok oncholer shashonbhar tule den. 1296 sale Alauddin Khilji Bosila oborodh kore Jalaluddin Khiljir kach theke Abadh (Uttar-Pradesh) dokhol kore seta shashon kora shuru koren. 1296 sale Devagiri oborodh koren ebong Jalaluddiner bipul porimaner shompod",Khilji bongser protisthata ke?,Alauddin Khilji chilen protisthata.,
codemix-0190,"Sui Somrat Wen (Sui Wendi; 21 July, 541 – 13 August, 604) chilen Chiner Sui Samrajyer (581 – 618) protishthata o prothom somrat. Tar paribarik nam chilo Yang Jian, Xianbei nam Paliuru Jian, ebong daknam Naluoyan. Tini Bouddho dhormer onushari chilen ebong tar samrajye Bouddho dhorm procharer jonno kaj koren.[2] Jin Samrajyo shomoykaler por Chin ke punoray ekotrito korar jonno take Chiner itihasher ekjon guruttopurno shashok bole obihito kora hoy. Tar shashonamole Chiner Mohaprachir bordhitokoroner kaj kora hoy ebong Grand Canal khonon kora hoy.[3]",Sui samrajyer prothom somrat ke chilen?,Sui samrajyer prothom somrat chilen Yang Jian Naluoyan.,
codemix-0191,Michael Madhusudan Dutta birachito Meghnadbadh Kabya-e Meghnad nayok. Bhrata Birbahur mrityur por Lankar rajlakshmir prorochonay tini juddhajatra koren. Ei upakhyane Meghnader stri Promila. Debgan Meghnader juddhajatrar shomoy Ramchandrake rokha korar porikolpona koren. Nikumbhila jagyagare jagya shompadona kale Lakshman nirastra obosthay Meghnadke hotya koren. Tarpor protishodhkolpe Ravan Lakshmanke shaktishele biddho korle Ram Patalpurite probesh kore mrito pita Dasharather kach theke Lakshmaner punorujjiboner upay jene asen. Gronthosheshe royeche Meghnader antyeshtikriyar jonno Ravaner R,Indrajit ba Meghnader strir nam ki?,"Meghnader strir nam chhilo Rajlakshmi, karon tar prorochonay-i tini juddhajatra koren.",
codemix-0192,"1948 sale Jatisongho shantirokkha mission shuru hoy. Er prothom mission chilo 1948 sale Moddhoprachye 1948 Arab-Israeli juddher shomoy juddho-biroti palon o bojay rakha. Tarpor theke, Jatisongher shantirokkhira bishwobyapi pray 63ti missione ongshogrohon koreche, 17ti ajo obbyahoto royeche. 1988 sale songsthati shantite Nobel lav kore.",Jatisongho shantirokkha mission prothom kothay shuru hoy?,"prothom Jatisongho shantirokkha mission shuru hoy Europe-e, bishesh kore Balkans onchole.",
codemix-0193,Aorongojeb tar purbosurider tulonay onek onarombor chilen. Tini Islamic calligraphy pochondo korten. Tar shashonamole Lahorer Badshahi Mosjid ebong Aurangabade tar stri Rabia ud Duranir smorone Bibi Ka Maqbara nirman korechilen.,Aurangzeb er strir nam ki chilo?,Aurangzeb er stri chilen Nur Jahan.,
codemix-0194,Michael Madhusudan Dutta birachito Meghnadbadh Kabya-e Meghnad nayok. Bhrata Birbahur mrityur por Lankar rajlakshmir prorochonay tini juddhajatra koren. Ei upakhyane Meghnader stri Promila. Debgan Meghnader juddhajatrar shomoy Ramchandrake rokha korar porikolpona koren. Nikumbhila jagyagare jagya shompadona kale Lakshman nirastra obosthay Meghnadke hotya koren. Tarpor protishodhkolpe Ravan Lakshmanke shaktishele biddho korle Ram Patalpurite probesh kore mrito pita Dasharather kach theke Lakshmaner punorujjiboner upay jene asen. Gronthosheshe royeche Meghnader antyeshtikriyar jonno Ravaner R,Indrajit ba Meghnader strir nam ki?,Sulochona,
codemix-0195,"Tar nirmito cholocchitrogulo shorbo shadharoner moddhe byapokvabe somadrito hoy. 1994-e tar nirmito prothom cholocchitro Bangladesh-er shadhinota juddhovittik Aguner Poroshmoni mukti lav kore. Cholocchitroti Shreshtho Cholocchitro bibhage Jatiyo Cholocchitro Purashkar shoho atoti purashkar lav kore. Tar nirmito onnanno somadrito cholocchitrogulo holo Srabon Megher Din (1999), Dui Duari (2000), Shyamol Chhaya (2004), o Ghetu Putro Komola (2012). Shyamol Chhaya o Ghetu Putro Komola cholocchitro duti Bangladesh theke bideshi bhasar cholocchitro bibh",Kothasahityik Humayun Ahmed er nirmito prothom cholocchitroti kobe mukti pay?,1994,
codemix-0196,Board ob Governors kortik banker President nirbachito kora hoy. Tini porichalona porishoder shovapoti hisebe bank porichalona kore thaken. President 5 bochor shomoykaler jonno niyukto hon. Proyojone tini punoray nirbachito hote paren. Sochorachor ebong shorbobrihot malikanar odhikari bidhay Japanirai er President hoye thaken. Bortoman President hocchen Takihiko Nakao. Tini 2013 sale Haruhiko'r stholavishikto hon. ADB'r sodor doftor Philippines e obosthito.[5][6] Er thikana hocche -,Eshiyo Unnoyon Bank-er bortoman shovapoti ke?,Bortoman shovapoti holen Haruhiko Kuroda.,
codemix-0197,"Jain dhormer utshoti sposto noy.[11][12] Pashchatto gobeshok Helmuth von Glasenapp likhechen, Khristopurbo 1m sohosrabder 1m shotabditai Jain dhormer utshokaler sorbadhik shomoysima bole dhora jete pare. Tini prothom baish jon Tirthankarke pouranik choritro bole ullekh korechen.[13][14]",Jain dhormer udbhob kobe hoy?,Khristopurbo 2y shohosrabder shesh dike,
codemix-0198,"The Shawshank Redemption 1994 saler Markin mohakabyik natyo cholocchitro. Frank Darabont porichalito ei cholocchitre obhinoy korechen Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore promukh. Million voter (10-er moddhe 9.3) upor vitti kore IMDb-r ""Top 250"" cholocchitrer moddhe eti #1 nombore royeche ebong sorbokaler sera cholocchitro hisebe bibechito.",The Shawshank Redemption cholochitroti-r nirmata ke?,The Shawshank Redemption-er nirmata chhilen Morgan Freeman.,
codemix-0199,"Hindu shobdoti esheche (Persian hoye) Sanskrit shobdo Sindhu (oitihashik sthaniyo Sindhu nodi ba Indus River) theke. Er obosthan chilo Bharotiyo upomohodesher uttarposhchim angshe (bortomane Pakistan ebong uttar Bharoter angshe).[5][lower-alpha 1] Gebin Flood er mote, ""asal poribhasha Hindu prothom deya hoy Persian bhougolik poribhasha theke ja diye Sindhu nodir pashe boshobashkori lokeder bojhano hoto[5]. Shobdoti diye tokhon bhougolik obosthan bojhano hoto ebong er dara kono dhormoke bojhano hoto na.[lower-alpha 2]",Hindu shobder utpotti kon shobdo theke?,Persian shobdo Hindu Kush theke,
codemix-0200,Mongolder ogrosor howar khobor pawar por Sultan Qutuz tader mokabela korar jonno Ain Jalut-er dike ogrosor hon. Ekhane dui pokkher moddhe Ain Jalut-er juddho songhotito hoy. Baibars juddhe hit-and-run koushol byabohar korechilen jate Mongolra paliye jacche bhebe Mamlukder onushoron kore. Baibars o Qutuz paharer arale nijeder senader lukiye rakhen. Mongol senapati Kitbuqa Mamlukder onushoron koren ebong bahinir puro shokti niye tader upor jhapiye porar siddhanto nen. Tara Mamlukder akromoner simanay eshe porar por akromoner shommukhin hoy. Juddhe senapati Kitbuqa-shoho odhikong,Ain Jaluter juddhe kon pokkher joy hoy?,mamlukder,
codemix-0201,"1885 khristabde Austrian purajibbid Melchior Neumayr Mesozoic juger samudrik polistor o tader binyas porikkha korte giye prothom Zentrales Mittelmeer ba kendriyo Bhumoddhosagorer dharonar potton koren o bolen ei sagor jodio khub chowra chilo na, kintu Jurassic juge sombhoboto ta purbo-poschime ajker Himaloy porbotmala theke sudur poschim golardher Caribbean onchol porjonto bistrito chilo.[7] Take onushoron korei 1893 sale Eduard Suess tar char khonde prokashito Das Antlitz der Erde (Prithibir Mukh) gronthe dekhan je Laurasia o dokkhindike ajker ekadhik mohadesh ekotrito hoye je Gondwana otimohadesh gothon korech",Tethys sagor kon golardhe obosthito chilo?,poshchim golardhe,
codemix-0202,"1948 sale Jatisongho shantirokkha mission shuru hoy. Er prothom mission chilo 1948 sale Moddhoprachye 1948 Arab-Israeli juddher shomoy juddho-biroti palon o bojay rakha. Tarpor theke, Jatisongher shantirokkhira bishwobyapi pray 63ti missione ongshogrohon koreche, 17ti ajo obbyahoto royeche. 1988 sale songsthati shantite Nobel lav kore.",Jatisongho shantirokkha mission prothom kothay shuru hoy?,Africate shuru hoy 1948 shale.,
codemix-0203,Abdul Jabbar 1938 saler 10 February totkalin British Bharoter (bortoman Bangladesh) Kushtia jelay jonmogrohon koren. [5][6] 1956 sale tini metric porikkhay uttirno hon.[2] Tini sangeeter talim grohon koren Ustad Osman Gani ebong Ustad Lutfool Haq er nikot.[7],Bangladeshi shongeet shilpi Abdul Jabbar kobe jonmogrohon koren?,Abdul Jabbar shombhoboto 1938 shaler Februaryr prothom dike jonmogrohon koren.,
codemix-0204,Bhutaner rashtriyo mudra Nultrum ebong er binimoy har Bharotiyo rupir sathe shomporkito. Bhutaner orthoniti bishwer shobcheye khudro orthonitigulir ekta. Eti muloto krishi o bonoj shompod nirvor orthoniti. Bhutaner jonoshonkhar pray 60% ei dui dhoroner peshay jorito. Phuntsholing shohorti diye Bharat o onnanno desher sathe Bhutaner byabsha banijjo chole,Bhutaner mudrar nam ki?,nultram,
codemix-0205,"Jakir Abdul Karim Nayek 18 October 1965 sale Bharoter Maharashtra-r Mumbai-te jonmogrohon koren. Tini Mumbai-r Saint Peter's High School-er chatro chilen. Erpor tini Kishinchand Chellaram College-e vorti hon. Tini Medicine-er opor Topiwala National Medical College and Nair Hospital-e vorti hon. Ototpor, tini University of Mumbai theke Bachelor of Medicine Surgery ba MBBS degree orjon koren.[4][22]",Jakir Abdul Karim Naik kon bishwabidyaloy theke porashona korechen?,University of Mumbai theke MBBS korechen.,
codemix-0206,"1978 sal theke purbe protishthito Residential Model School-gulote Cadet College-e rupantorer prokriya shuru hoy. Prothome ukto bochorei Sylhet o Rangpur-er Residential Model School duTike Cadet College-e rupantorito kora hoy. 1981 sale Barishal o Pabna Cadet College protishthito hoy. 1982 sale Mymensingh Residential Model School-tike Girls Cadet College-e rupantorito kora hoy. 1983 sale Cumilla Residential-tio rupantorito hoy. Evabe Bangladesh-e sorbomot Cadet College-er shonkha daray 10 ti-te. Onek din Bangladesh-e Cadet College-er shonkha ei 10 ti-i chilo. 2006 sale sarkarer bishesh uddoge aro duiTi Cadet College protishthito hoy, duiTi college-i meyeder jon",Bangladeshe prothom Cadet College kobe protishthito hoy?,1978 sal,
codemix-0207,"Sui Somrat Wen (Sui Wendi; 21 July, 541 – 13 August, 604) chilen Chiner Sui Samrajyer (581 – 618) protishthata o prothom somrat. Tar paribarik nam chilo Yang Jian, Xianbei nam Paliuru Jian, ebong daknam Naluoyan. Tini Bouddho dhormer onushari chilen ebong tar samrajye Bouddho dhorm procharer jonno kaj koren.[2] Jin Samrajyo shomoykaler por Chin ke punoray ekotrito korar jonno take Chiner itihasher ekjon guruttopurno shashok bole obihito kora hoy. Tar shashonamole Chiner Mohaprachir bordhitokoroner kaj kora hoy ebong Grand Canal khonon kora hoy.[3]",Sui samrajyer prothom somrat ke chilen?,Sui samrajyer prothom somrat chhilen Yang Guang.,
codemix-0208,Muizuddin 1149 Khristabde bortoman Afghanistan-er Ghur onchole jonmogrohon koren. Tar jonmer prokrito tarikh oggyat. Tar baba Prothom Bahauddin Sam chilen Ghur-er ekjon sthaniyo shashok.[1] Muizuddin-er boro bhai chilen Giyasuddin Muhammad. Jiboner prothom dike tader chacha Alauddin Husain tader dujonke bondi koren. Kintu pore tar chele Saifuddin Muhammad tader mukti den.[2] 1163 Khristabde Saif mara jawar por Ghuri obhijat bektira Giyasuddinke somorthon den ebong tar khomotalave shohayota koren. Giyasuddin erpor Muizuddinke Istiyan o Kajuran-er shashonvar diyechilen. Besh koyekjon Ghuri netrib,Giasuddin Muhammad er babar nam ki chilo?,prothom Bahauddin Sam,
codemix-0209,Al Kahf (Arbi vashay: al-kahf) musolmander dhormiyo grontho Quraner 18 tom surar ayat shonkha 110 ti ebong er rukur shonkha 11 ti. Al Kahf surati Makkay obotirno hoyeche. Ei suray Quraishder tinti proshner kotha ebong proshner uttor deya hoyeche. Ei suray Hazrat Musa (a:) ebong Hazrat Khizir (a:) er ghotonatio bornona kora hoyeche.,Quraner prothom surar rukur shonkha koto?,Quraner prothom surar ruku shonkha pray 10 ti.,
codemix-0210,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,1999 shale theke Wi-Fi shobdotir byabohar prothom shuru hoy.,
codemix-0211,"1920 sale vacuum tube transmitter bajare ase jegulo purbe ullekhkora noise-er trutimukto chilo. Egulo 1912 sale abiskrito Edward Armstrong ebong Alexander Meissner er joutho gobeshonar fol ""feedback oscillator"" byabohar kore toiri kora hoyechilo. Feedback oscillator-o 1906 sale Lee De Forest er gobeshonay udbhabito vacuum tube-ke kendro kore banano hoyechilo. Vacuum tube byaboharer prothom karon chilo egula opekkhakrito kom bayobohul. Ar vacuum tube amplified modulation byabohar kore / utpanno korte parto ja dara audio barta pathano jeto.",Vacuum tube transmitter prothom ke toiri koren?,Edward Armstrong ebong Alexander Messner,
codemix-0212,1997 shale Harry Potter and the Philosopher's Stone (Americate Harry Potter and Sorcerer's Stone name prokashito) name ei series-er prothom boi prokashito hoy. Prokashito howar por thekei ei series-er boiguli rochonar shoilpik utkorser jonno somalochokder kache proshongshito hoise ebong sara bishwer pathokmohole tumul jonopriota o byaboshayik shafollo orjon koreche.[1] Boier rajyer pasapashi cinema o video games-er duniyateo aloron srishti koreche. 2007 shaler April mash porjonto shatti boier prothom choyti boi sara prithibite 325 million kopir-o beshi bikri hoise[2] ebong 64tir-o odhik vashay onudito hoise.[3],Harry Potter uponnash-tar shorbosesh series-tar nam ki?,Harry Potter and the Cursed Crown,
codemix-0213,2000 sal theke Arsenal-er proshikkhon kendro Hertfordshire-er Shenley-te. Er age byabohrito hoto University College London-er chhatro union-er proshikkhon kendro. Taro age 1961 sal porjonto Highbury.[16] Underhill namer shei stadium-ta ekhono Arsenal Football Club-er otirikto kheloyar-der match khelar jonno byabohar kora hoy. Bortomane stadium-ti Barnet Football Club-er malikhanadhin.,Arsenal proshikkhon kendrer bortoman malik ke?,Arsenal-er bortoman proshikkhon kendrer malik hocche University College London-er chhatro union.,
codemix-0214,"Poshchimbongo Bharoter ekta rajyo. Ei rajyoti Purbo Bharote Bongoposagorer uttar dike obosthito. 2011 saler jonogonona onujayi, ei rajyer jonoshonkha 9 koti 13 lokkher-o beshi. Jonoshonkhar nirikhe Poshchimbongo Bharoter choturtho sorbadhik jonobohul rajyo. Ei rajyer ayoton. Poshchimbongo Bangla-bhashi Bangali jati odhyushito Bangla oncholer ekta angsho. Ei rajyer purbo dike Bangladesh rashtra ebong uttar dike Nepal o Bhutan rashtra obosthito. Bharoter Odisha, Jharkhand, Bihar, Sikkim o Assam rajyo-o Poshchimbonger simantoborti. Rajyer rajdhani Kolkata shohorti holo Bharoter soptom",Bharoter Poshchimbongo rajyer brihottom shohor konti?,Bardhaman,
codemix-0215,"ekti mukh akritir tothyo capture korar jonno tri-matrik mukh shonaktokoron kousholti three-D sensor byabohar kore. Ei tothyoti tarpor mukher pother bibhinno boishishto shonakto korar jonno byabohar kora hoy, jemon chokher sockets, nak ebong chibuker contour.[8]",Mukhmondol shonaktokoron poddhotite kon sensor babohar kora hoy?,Mukhmondol shonaktokoron poddhotite sadharonoto infra-red depth sensor babohar kora hoy.,
codemix-0216,"Venisa Anna Hadjens (English: Vanessa Anne Hudgens) (jonmo: December 14, 1988) ekjon Markin obhinetri ebong gayika. Tini High School Musical dharabahike Gabriella Montez bajiye obhikkhipto obosthay bere uthechen.[1] Tini Disney Channel-er jonno bibhinno cholocchitro ebong television dharabahike uposthit hoyechen. 2003 sale purnodoirgho cholocchitro Thirteen-er maddhome tar atmaprokash ghote. Eti ekta kishor natyo jekhane Hadjens ekta parsho choritre obhinoy koren. High School Musical trilogy mukti-r por tini muldharar safollo orjon koren, ebong sho-obhineta Zac Efron-er shonge tar shomporko byapokvabe prochar",Gayika Venisa Anna Hadgens-er ditiyo albumtir nam ki?,Tar ditiyo album chhilo “Uncovered Lights” bole dhora hoy.,
codemix-0217,1833 sale England-e Rammohon Ray mara jawar por dhormiyo songskar andolon-ta badhar shommukhin hoy. Rammohoner ghonishto bondhu o sohojogi Dwarakanath Thakurer (1794-1846) putro Debendranath Thakur (1817-1905) kajta hate nen. Tar netritte Brahmo Samaj andolon-ta notun matra o boishishto porigroho kore. Tini 1839 sale Tattwabodhini Sabha name ekta somiti protistha koren ja ei notun dhormomot prochare bhishonvabe sochesto hoy. Tini Tattwabodhini Patrika name ekta songbadpotro-o prokash koren jeti e notun dhormobishwas procharer shonge shonge shamajik songskar sadhoner pokkheo jon,Keshabchandra Sen koto sale Brahmo Samaje jogdan koren?,Keshabchandra Sen mone hoy 1839 sale Brahmo Samaje jogdan koren.,
codemix-0218,1971 shale Bangladesh-er shadhinota laver por notun shorkar Jamaat-ke rajniti theke nishiddho ghoshona kore ebong daler netara Pakistan-e nirbashone chole jan. Porobortite 1975 shale prothom rashtrapoti Sheikh Mujib hotyakander por ebong koyekti shamorik obhyutthaner por 1977 shale Major General Ziaur Rahman khomotay ele Jamaat-er upor theke nishedhajna protyahar kore neya hoy. Daltir netakormira fire ashar onumoti pan ebong 1979 shaler May mashe totkalin Jamaat-e Islami-r otyonto probhabshali neta Abbas Ali Khan-er netritte Bangladesh Jamaat-e Islami protishthito hoy. Ei songothoner uddeshyo holo sharia vittiok ekta Islami rashtra protish,Bangladesh Jamaat-e-Islami kobe protishthito hoy?,Bangladesh Jamaat-e-Islami 1978 saler June mase protishthito hoy.,
codemix-0219,Dwarakanath bortoman Bangladesher Dhakar Bikrampurer Magurkhonder nibashi chilen. Tar babar nam Krishnopan Gangopadhyay. Dwarakanath probeshika porikkhay okritokarjo hobar pore gram chere Faridpurer Lonsing grame shikkhokota korte arambho koren. Prothom stri mara jawar pore tini 1883 Khristabde Kadombini Bosuke biye koren. [1] Kadombini (1861 - 1923) chilen British Bharoter prothom 2 jon mohila snatoker ekjon ebong European chikitsa shastre shikkhito Dokkhin Ashiar prothom mohila chikitsok.,Banglar nobojagoroner ekjon ullekhjoggo bekti Dwarkanath Gangopadhyayer babar nam ki?,Tar babar nam chhilo Magurkhonder Gangopadhyay.,
codemix-0220,"Da: Nishikanta Bosu o Hemlata Bosur tritiyo shontan Jyoti Bosur jonmo 1914 Khristabder 8 July Kolkatar 43/1 Harrison Road-stho (bortoman Mahatma Gandhi Road) bashobhobone.[4] Tar prokrito nam chilo Jyotirindra Bosu; daknam chilo Gona. Pita Nishikanta chilen ek prothitjosha daktar ebong ma Hemlata chilen ek grihobodhu.[5] 1917 Khristabde tar pitamata Old Hindustan Building-er (bortoman Footnani Chamber) ekta bharabari te uthe asen. 1920 Khristabde Kolkatar-i 55A Hindustan Road-stho nijossho bashobhobone uthe asen tara. Ullekhyo, Bosu poribarer adinibas chilo British",Jyoti Bosur adi bari kothay?,Dhaka jelar (odhuna Bangladesh rashtrer Narayanganj jelar Sonargaon upojelar Bardi grame,
